id_orden,fecha_venta,mes_venta,categoria,metodo_pago,region,estado_envio,genero_cliente,precio_unitario,cantidad,descuento_pct,total_venta,edad_cliente,calificacion,dias_envio,costo_envio,comentario_cliente,descripcion_producto
ORD-02339,2023-06-24,June,Hogar,Efectivo,Oeste,Entregado,F,649.07,19,0.12,10852.45,66,4.0,9,264.14,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Edición especial con características exclusivas para el usuario.
ORD-02340,2023-11-07,November,Deportes,Tarjeta de débito,Norte,Devuelto,F,2123.79,19,0.25,30264.01,64,1.7,7,70.65,No era exactamente lo que buscaba pero funciona correctamente.,Dispositivo de última generación con tecnología avanzada.
ORD-02341,2023-03-15,March,Deportes,Tarjeta de débito,Este,Entregado,F,3768.33,17,0.02,62780.38,68,3.4,8,79.2,"El producto no cumplió mis expectativas, la calidad es regular.",Compatible con múltiples plataformas y sistemas operativos.
ORD-02342,2023-06-10,June,Ropa,Tarjeta de débito,Norte,Entregado,M,401.49,13,0.05,4958.4,56,2.2,3,38.39,"Muy buena compra, lo recomiendo ampliamente a todos.",Diseño ergonómico ideal para uso diario y profesional.
ORD-02343,2023-06-13,June,Ropa,Transferencia,Norte,Entregado,M,446.89,13,0.35,3776.22,42,4.2,3,245.84,"Producto de alta calidad, superó todas mis expectativas.",Compatible con múltiples plataformas y sistemas operativos.
ORD-02344,2023-06-26,June,Deportes,PayPal,Centro,Entregado,M,1806.12,2,0.23,2781.42,35,4.2,14,123.53,"El producto no cumplió mis expectativas, la calidad es regular.",Dispositivo de última generación con tecnología avanzada.
ORD-02345,2023-07-24,July,Deportes,Efectivo,Norte,Entregado,F,4711.54,10,0.28,33923.09,23,4.1,7,104.37,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02346,2023-03-08,March,Hogar,Tarjeta de débito,Sur,Entregado,M,3359.43,13,0.34,28823.91,36,3.1,8,294.4,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02347,2023-07-09,July,Juguetes,Tarjeta de débito,Sur,Entregado,F,3409.42,9,0.19,24854.67,29,2.1,14,278.04,"Muy buena compra, lo recomiendo ampliamente a todos.",Dispositivo de última generación con tecnología avanzada.
ORD-02348,2023-09-21,September,Belleza,Tarjeta de débito,Norte,Entregado,M,1841.5,1,0.3,1289.05,42,4.2,5,291.6,"Entrega puntual, producto exactamente como se describía en la página.",Material premium con acabado de alta calidad y durabilidad.
ORD-02349,2023-10-15,October,Juguetes,Transferencia,Centro,Entregado,M,2988.62,14,0.21,33054.14,52,1.7,1,42.69,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Dispositivo de última generación con tecnología avanzada.
ORD-02350,2023-02-24,February,Ropa,PayPal,Norte,Entregado,F,100.15,16,0.09,1458.18,18,2.2,3,267.38,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Edición especial con características exclusivas para el usuario.
ORD-02351,2023-06-13,June,Libros,Tarjeta de débito,Este,Entregado,M,3198.68,15,0.14,41262.97,22,1.7,5,98.61,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Material premium con acabado de alta calidad y durabilidad.
ORD-02352,2023-05-04,May,Deportes,Tarjeta de débito,Este,Entregado,M,4570.77,1,0.2,3656.62,18,3.7,3,3.8,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Fabricado con materiales sustentables y proceso ecológico.
ORD-02353,2023-08-27,August,Libros,Transferencia,Este,Devuelto,F,3082.24,17,0.13,45586.33,25,3.7,14,117.39,"El producto no cumplió mis expectativas, la calidad es regular.",Material premium con acabado de alta calidad y durabilidad.
ORD-02354,2023-03-04,March,Ropa,Efectivo,Este,Entregado,F,4374.81,13,0.13,49479.1,56,3.6,1,152.76,"Entrega puntual, producto exactamente como se describía en la página.",Edición especial con características exclusivas para el usuario.
ORD-02355,2023-05-17,May,Belleza,Efectivo,Norte,Cancelado,M,3633.67,15,0.13,47419.39,64,2.7,7,32.47,"Muy buena compra, lo recomiendo ampliamente a todos.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02356,2023-08-19,August,Ropa,PayPal,Oeste,Entregado,M,646.76,16,0.05,9830.75,60,1.4,1,161.3,"Entrega puntual, producto exactamente como se describía en la página.",Fabricado con materiales sustentables y proceso ecológico.
ORD-02357,2023-05-07,May,Electrónica,Efectivo,Oeste,Entregado,F,4517.14,16,0.03,70106.01,35,4.6,10,245.84,"Muy buena compra, lo recomiendo ampliamente a todos.",Dispositivo de última generación con tecnología avanzada.
ORD-02358,2023-03-14,March,Deportes,Tarjeta de débito,Este,Entregado,No especificado,378.9,2,0.02,742.64,63,3.0,13,113.3,No era exactamente lo que buscaba pero funciona correctamente.,Material premium con acabado de alta calidad y durabilidad.
ORD-02359,2023-02-19,February,Belleza,Transferencia,Centro,Entregado,M,2693.14,17,0.04,43952.04,26,2.6,6,105.79,El empaque llegó dañado aunque el producto estaba bien.,Dispositivo de última generación con tecnología avanzada.
ORD-02360,2023-01-26,January,Juguetes,Tarjeta de débito,Centro,Entregado,F,753.58,11,0.14,7128.87,22,3.4,6,101.64,"Muy buena compra, lo recomiendo ampliamente a todos.",Producto certificado con garantía extendida de 12 meses.
ORD-02361,2023-05-29,May,Juguetes,Tarjeta de débito,Norte,Entregado,No especificado,107.95,8,0.24,656.34,21,1.8,14,276.93,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Diseño ergonómico ideal para uso diario y profesional.
ORD-02362,2023-07-16,July,Alimentos,PayPal,Oeste,Entregado,F,2139.07,3,0.08,5903.83,61,1.5,7,14.63,Tardó más de lo esperado pero el producto está bien.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02363,2023-11-12,November,Ropa,Efectivo,Norte,En tránsito,M,1510.45,12,0.36,11600.26,46,2.6,12,133.52,No era exactamente lo que buscaba pero funciona correctamente.,Diseño ergonómico ideal para uso diario y profesional.
ORD-02364,2023-08-03,August,Ropa,Efectivo,Sur,Entregado,F,2455.7,16,0.32,26718.02,18,1.9,11,79.38,"Muy buena compra, lo recomiendo ampliamente a todos.",Producto certificado con garantía extendida de 12 meses.
ORD-02365,2023-05-08,May,Deportes,Efectivo,Este,Cancelado,M,2907.14,14,0.21,32152.97,47,2.0,1,268.14,"Producto de alta calidad, superó todas mis expectativas.",Diseño ergonómico ideal para uso diario y profesional.
ORD-02366,2023-03-23,March,Electrónica,Tarjeta de débito,Sur,Cancelado,M,266.51,16,0.29,3027.55,62,4.6,11,28.82,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Edición especial con características exclusivas para el usuario.
ORD-02367,2023-06-17,June,Electrónica,Transferencia,Sur,Entregado,M,658.87,17,0.15,9520.67,18,3.1,3,123.43,El empaque llegó dañado aunque el producto estaba bien.,Edición especial con características exclusivas para el usuario.
ORD-02368,2023-10-23,October,Electrónica,Transferencia,Centro,Entregado,M,2815.28,11,0.01,30658.4,20,2.9,12,122.04,"El producto no cumplió mis expectativas, la calidad es regular.",Dispositivo de última generación con tecnología avanzada.
ORD-02369,2023-06-10,June,Electrónica,Tarjeta de débito,Oeste,Entregado,M,1748.68,17,0.36,19025.64,39,3.8,9,266.52,"Muy buena compra, lo recomiendo ampliamente a todos.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02370,2023-04-08,April,Belleza,Tarjeta de crédito,Este,Entregado,F,3659.41,19,0.05,66052.35,25,4.8,2,64.65,"Entrega puntual, producto exactamente como se describía en la página.",Producto certificado con garantía extendida de 12 meses.
ORD-02371,2023-03-23,March,Hogar,Tarjeta de débito,Norte,Entregado,No especificado,3278.84,1,0.38,2032.88,35,1.4,14,193.47,"Muy buena compra, lo recomiendo ampliamente a todos.",Material premium con acabado de alta calidad y durabilidad.
ORD-02372,2023-09-13,September,Deportes,Efectivo,Este,Entregado,M,4235.74,12,0.23,39138.24,42,4.3,5,40.32,No era exactamente lo que buscaba pero funciona correctamente.,Material premium con acabado de alta calidad y durabilidad.
ORD-02373,2023-09-21,September,Deportes,Tarjeta de débito,Norte,Entregado,M,3477.84,15,0.12,45907.49,65,3.3,3,286.19,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Dispositivo de última generación con tecnología avanzada.
ORD-02374,2023-08-28,August,Deportes,Tarjeta de crédito,Norte,Entregado,F,2178.16,18,0.2,31365.5,69,1.6,12,177.9,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Diseño ergonómico ideal para uso diario y profesional.
ORD-02375,2023-09-13,September,Belleza,Tarjeta de débito,Oeste,Entregado,F,3381.18,14,0.2,37869.22,37,2.2,12,187.88,Tardó más de lo esperado pero el producto está bien.,Material premium con acabado de alta calidad y durabilidad.
ORD-02376,2023-06-07,June,Juguetes,Efectivo,Sur,Entregado,F,1413.14,1,0.01,1399.01,48,2.9,13,130.13,No era exactamente lo que buscaba pero funciona correctamente.,Material premium con acabado de alta calidad y durabilidad.
ORD-02377,2023-09-12,September,Belleza,PayPal,Norte,Entregado,F,1566.25,13,0.14,17510.68,47,3.8,5,102.68,"Muy buena compra, lo recomiendo ampliamente a todos.",Producto certificado con garantía extendida de 12 meses.
ORD-02378,2023-01-12,January,Electrónica,Transferencia,Oeste,En tránsito,No especificado,3955.48,15,0.3,41532.54,33,2.0,7,63.8,Tardó más de lo esperado pero el producto está bien.,Producto certificado con garantía extendida de 12 meses.
ORD-02379,2023-02-16,February,Electrónica,Tarjeta de crédito,Sur,En tránsito,M,2259.78,7,0.2,12654.77,19,3.1,1,181.2,"Entrega puntual, producto exactamente como se describía en la página.",Material premium con acabado de alta calidad y durabilidad.
ORD-02380,2023-07-21,July,Juguetes,PayPal,Sur,Entregado,M,4001.98,15,0.1,54026.73,34,3.7,3,286.37,El empaque llegó dañado aunque el producto estaba bien.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02381,2023-09-16,September,Alimentos,Transferencia,Este,Devuelto,M,4120.99,10,0.13,35852.61,27,2.8,11,107.94,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Dispositivo de última generación con tecnología avanzada.
ORD-02382,2023-08-23,August,Belleza,PayPal,Este,Entregado,F,4294.93,14,0.35,39083.86,24,4.5,13,264.95,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02383,2023-05-04,May,Juguetes,Tarjeta de débito,Este,En tránsito,No especificado,4587.34,6,0.21,21743.99,59,4.5,6,44.63,"El producto no cumplió mis expectativas, la calidad es regular.",Compatible con múltiples plataformas y sistemas operativos.
ORD-02384,2023-04-21,April,Ropa,Tarjeta de débito,Centro,Entregado,No especificado,2183.38,14,0.21,24148.18,68,2.9,7,280.84,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Dispositivo de última generación con tecnología avanzada.
ORD-02385,2023-10-26,October,Hogar,Transferencia,Sur,Entregado,F,1628.39,12,0.38,12115.22,69,4.9,10,105.15,"Muy buena compra, lo recomiendo ampliamente a todos.",Material premium con acabado de alta calidad y durabilidad.
ORD-02386,2023-06-30,June,Juguetes,Transferencia,Centro,Entregado,M,2931.88,11,0.13,28058.09,26,1.3,3,113.92,No era exactamente lo que buscaba pero funciona correctamente.,Edición especial con características exclusivas para el usuario.
ORD-02387,2023-01-25,January,Deportes,Tarjeta de débito,Este,Entregado,F,1887.3,19,0.19,29045.55,34,1.0,4,138.85,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Compatible con múltiples plataformas y sistemas operativos.
ORD-02388,2023-01-26,January,Hogar,Tarjeta de débito,Oeste,Devuelto,M,3025.32,2,0.32,4114.44,26,2.5,6,215.47,No era exactamente lo que buscaba pero funciona correctamente.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02389,2023-05-25,May,Belleza,Transferencia,Este,Entregado,No especificado,3542.65,1,0.3,2479.86,26,3.4,5,215.9,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Diseño ergonómico ideal para uso diario y profesional.
ORD-02390,2023-09-11,September,Juguetes,Transferencia,Norte,Entregado,M,3457.6,8,0.11,24618.11,54,3.5,11,143.88,No era exactamente lo que buscaba pero funciona correctamente.,Producto certificado con garantía extendida de 12 meses.
ORD-02391,2023-11-02,November,Alimentos,Transferencia,Oeste,Entregado,M,1904.04,14,0.06,25057.17,41,2.9,9,156.95,"Producto de alta calidad, superó todas mis expectativas.",Edición especial con características exclusivas para el usuario.
ORD-02392,2023-12-01,December,Deportes,Efectivo,Oeste,Entregado,F,875.96,9,0.28,5676.22,56,1.5,13,9.0,Tardó más de lo esperado pero el producto está bien.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02393,2023-12-11,December,Electrónica,Efectivo,Sur,Entregado,F,2181.12,2,0.1,3926.02,28,1.7,12,91.29,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Material premium con acabado de alta calidad y durabilidad.
ORD-02394,2023-08-29,August,Belleza,Tarjeta de débito,Centro,Devuelto,F,755.84,5,0.37,2380.9,25,4.4,1,103.81,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Compatible con múltiples plataformas y sistemas operativos.
ORD-02395,2023-05-27,May,Electrónica,Efectivo,Norte,Entregado,M,4455.98,8,0.05,33865.45,42,4.5,13,167.62,No era exactamente lo que buscaba pero funciona correctamente.,Diseño ergonómico ideal para uso diario y profesional.
ORD-02396,2023-10-02,October,Deportes,Tarjeta de crédito,Oeste,Entregado,F,1762.09,16,0.13,24528.29,63,3.7,5,167.49,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Dispositivo de última generación con tecnología avanzada.
ORD-02397,2023-01-05,January,Alimentos,Tarjeta de débito,Centro,Cancelado,F,814.58,16,0.02,12772.61,19,3.7,11,212.97,"Muy buena compra, lo recomiendo ampliamente a todos.",Diseño ergonómico ideal para uso diario y profesional.
ORD-02398,2023-02-25,February,Libros,Tarjeta de crédito,Centro,Entregado,F,175.97,13,0.28,1647.08,27,3.4,1,215.11,"Producto de alta calidad, superó todas mis expectativas.",Diseño ergonómico ideal para uso diario y profesional.
ORD-02399,2023-08-09,August,Belleza,PayPal,Norte,Entregado,F,3246.82,15,0.36,31169.47,41,1.8,8,70.56,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Producto certificado con garantía extendida de 12 meses.
ORD-02400,2023-03-10,March,Electrónica,Tarjeta de crédito,Norte,Entregado,F,3202.67,1,0.25,2402.0,65,2.7,7,231.06,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Diseño ergonómico ideal para uso diario y profesional.
ORD-02401,2023-05-16,May,Alimentos,PayPal,Este,Entregado,M,1735.99,3,0.38,3228.94,33,3.8,5,5.88,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Producto certificado con garantía extendida de 12 meses.
ORD-02402,2023-07-07,July,Alimentos,Tarjeta de crédito,Este,Entregado,M,404.97,6,0.05,2308.33,36,3.1,6,214.85,No era exactamente lo que buscaba pero funciona correctamente.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02403,2023-07-26,July,Ropa,PayPal,Oeste,Entregado,F,2077.66,14,0.04,27923.75,48,1.1,4,30.62,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02404,2023-07-07,July,Juguetes,PayPal,Oeste,Entregado,F,1590.53,4,0.34,4199.0,28,4.8,9,218.89,El empaque llegó dañado aunque el producto estaba bien.,Edición especial con características exclusivas para el usuario.
ORD-02405,2023-01-24,January,Electrónica,Tarjeta de débito,Oeste,En tránsito,M,3401.75,18,0.34,40412.79,23,4.4,14,158.14,"Producto de alta calidad, superó todas mis expectativas.",Edición especial con características exclusivas para el usuario.
ORD-02406,2023-07-25,July,Ropa,Transferencia,Este,Entregado,M,3048.61,15,0.33,30638.53,23,2.0,3,131.18,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Material premium con acabado de alta calidad y durabilidad.
ORD-02407,2023-01-27,January,Alimentos,Transferencia,Oeste,Devuelto,F,1854.74,9,0.32,11351.01,49,3.5,2,207.2,"El producto no cumplió mis expectativas, la calidad es regular.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02408,2023-10-19,October,Hogar,Tarjeta de débito,Oeste,Entregado,M,1128.57,18,0.14,17470.26,56,4.7,7,10.91,"Producto de alta calidad, superó todas mis expectativas.",Fabricado con materiales sustentables y proceso ecológico.
ORD-02409,2023-10-15,October,Belleza,PayPal,Este,Entregado,M,4940.78,3,0.09,13488.33,65,1.4,13,67.04,El empaque llegó dañado aunque el producto estaba bien.,Edición especial con características exclusivas para el usuario.
ORD-02410,2023-04-10,April,Electrónica,Transferencia,Este,Entregado,F,2297.31,10,0.37,14473.05,30,3.0,2,184.93,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Compatible con múltiples plataformas y sistemas operativos.
ORD-02411,2023-07-05,July,Juguetes,Transferencia,Oeste,Entregado,M,3456.96,17,0.12,51716.12,20,2.8,13,254.16,"Entrega puntual, producto exactamente como se describía en la página.",Compatible con múltiples plataformas y sistemas operativos.
ORD-02412,2023-10-11,October,Electrónica,Tarjeta de crédito,Oeste,Entregado,M,745.74,7,0.16,4384.95,58,2.6,6,114.33,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Material premium con acabado de alta calidad y durabilidad.
ORD-02413,2023-05-28,May,Juguetes,Efectivo,Centro,Entregado,M,2453.67,15,0.28,26499.64,52,4.3,11,77.63,El empaque llegó dañado aunque el producto estaba bien.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02414,2023-02-07,February,Hogar,Tarjeta de débito,Sur,En tránsito,F,186.31,1,0.12,163.95,55,2.5,8,155.62,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Compatible con múltiples plataformas y sistemas operativos.
ORD-02415,2023-07-17,July,Juguetes,Efectivo,Este,Entregado,M,2552.0,11,0.33,18808.24,34,1.3,3,186.69,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Compatible con múltiples plataformas y sistemas operativos.
ORD-02416,2023-09-16,September,Ropa,PayPal,Sur,Entregado,No especificado,4821.89,17,0.03,79512.97,20,1.3,3,126.03,"El producto no cumplió mis expectativas, la calidad es regular.",Diseño ergonómico ideal para uso diario y profesional.
ORD-02417,2023-08-19,August,Libros,Tarjeta de crédito,Este,Entregado,F,1951.82,5,0.32,6636.19,51,1.2,3,263.01,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Dispositivo de última generación con tecnología avanzada.
ORD-02418,2023-10-09,October,Belleza,Transferencia,Centro,En tránsito,M,243.03,7,0.24,1292.92,29,2.6,1,157.03,"Entrega puntual, producto exactamente como se describía en la página.",Edición especial con características exclusivas para el usuario.
ORD-02419,2023-05-24,May,Juguetes,Tarjeta de crédito,Sur,Entregado,M,203.23,19,0.23,2973.25,41,3.9,9,10.75,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02420,2023-11-16,November,Belleza,Tarjeta de débito,Centro,Entregado,F,1970.53,15,0.18,24237.52,23,1.8,5,66.92,No era exactamente lo que buscaba pero funciona correctamente.,Material premium con acabado de alta calidad y durabilidad.
ORD-02421,2023-12-15,December,Juguetes,PayPal,Norte,En tránsito,M,842.12,3,0.11,2248.46,59,3.6,9,135.19,Tardó más de lo esperado pero el producto está bien.,Compatible con múltiples plataformas y sistemas operativos.
ORD-02422,2023-11-09,November,Belleza,Tarjeta de crédito,Sur,En tránsito,No especificado,165.59,15,0.19,2011.92,28,3.7,5,209.32,"Entrega puntual, producto exactamente como se describía en la página.",Dispositivo de última generación con tecnología avanzada.
ORD-02423,2023-03-02,March,Ropa,Tarjeta de crédito,Sur,Entregado,M,3793.26,5,0.18,15552.37,65,2.0,7,65.93,Tardó más de lo esperado pero el producto está bien.,Edición especial con características exclusivas para el usuario.
ORD-02424,2023-03-07,March,Alimentos,Tarjeta de crédito,Sur,Entregado,F,2319.69,12,0.23,21433.94,44,3.4,1,292.88,"Producto de alta calidad, superó todas mis expectativas.",Dispositivo de última generación con tecnología avanzada.
ORD-02425,2023-02-19,February,Belleza,Transferencia,Norte,Entregado,F,1481.76,5,0.11,6593.83,65,3.7,9,95.57,El empaque llegó dañado aunque el producto estaba bien.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02426,2023-07-21,July,Deportes,PayPal,Norte,Cancelado,F,4505.41,3,0.03,13110.74,41,2.9,1,159.74,"Muy buena compra, lo recomiendo ampliamente a todos.",Dispositivo de última generación con tecnología avanzada.
ORD-02427,2023-07-11,July,Deportes,Transferencia,Centro,Entregado,M,624.89,9,0.06,5286.57,35,2.3,4,5.69,El empaque llegó dañado aunque el producto estaba bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-02428,2023-06-23,June,Deportes,Tarjeta de crédito,Norte,Entregado,F,4781.8,9,0.28,30986.06,44,3.5,7,265.47,"Producto de alta calidad, superó todas mis expectativas.",Diseño ergonómico ideal para uso diario y profesional.
ORD-02429,2023-10-13,October,Juguetes,Transferencia,Este,Entregado,M,1604.14,7,0.01,11116.69,58,4.9,11,236.65,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02430,2023-07-07,July,Hogar,Transferencia,Oeste,Entregado,F,4447.6,2,0.34,5870.83,38,2.7,12,58.64,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02431,2023-03-15,March,Ropa,Tarjeta de débito,Sur,Entregado,F,3034.57,16,0.28,34958.25,68,2.6,9,279.97,"El producto no cumplió mis expectativas, la calidad es regular.",Edición especial con características exclusivas para el usuario.
ORD-02432,2023-04-12,April,Juguetes,Efectivo,Centro,Entregado,M,4142.2,9,0.31,25723.06,51,2.9,1,94.75,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Dispositivo de última generación con tecnología avanzada.
ORD-02433,2023-11-05,November,Belleza,Efectivo,Centro,Entregado,F,4920.87,13,0.33,42860.78,50,1.3,12,207.66,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Diseño ergonómico ideal para uso diario y profesional.
ORD-02434,2023-09-18,September,Electrónica,Tarjeta de débito,Centro,Devuelto,M,1477.61,19,0.05,26670.86,65,3.2,14,245.69,"El producto no cumplió mis expectativas, la calidad es regular.",Fabricado con materiales sustentables y proceso ecológico.
ORD-02435,2023-07-25,July,Juguetes,Tarjeta de débito,Centro,En tránsito,M,4807.62,17,0.33,54758.79,35,2.3,13,222.27,"Producto de alta calidad, superó todas mis expectativas.",Producto certificado con garantía extendida de 12 meses.
ORD-02436,2023-09-14,September,Deportes,Transferencia,Sur,Cancelado,F,1977.94,6,0.2,9494.11,20,1.5,11,275.27,"El producto no cumplió mis expectativas, la calidad es regular.",Fabricado con materiales sustentables y proceso ecológico.
ORD-02437,2023-01-21,January,Ropa,Transferencia,Centro,En tránsito,M,1958.28,4,0.35,5091.53,41,2.9,13,259.28,No era exactamente lo que buscaba pero funciona correctamente.,Compatible con múltiples plataformas y sistemas operativos.
ORD-02438,2023-01-24,January,Electrónica,PayPal,Sur,Entregado,No especificado,1734.92,1,0.35,1127.7,18,1.0,6,298.38,El empaque llegó dañado aunque el producto estaba bien.,Material premium con acabado de alta calidad y durabilidad.
ORD-02439,2023-01-20,January,Alimentos,Efectivo,Centro,Entregado,M,2729.97,18,0.01,48648.07,23,2.6,11,54.78,Tardó más de lo esperado pero el producto está bien.,Diseño ergonómico ideal para uso diario y profesional.
ORD-02440,2023-03-12,March,Ropa,Transferencia,Centro,Entregado,F,813.02,19,0.15,13130.27,36,1.4,10,91.43,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Diseño ergonómico ideal para uso diario y profesional.
ORD-02441,2023-06-20,June,Hogar,PayPal,Oeste,Entregado,No especificado,2790.87,9,0.21,19843.09,39,1.1,11,190.87,"Increíble relación calidad-precio, definitivamente volvería a comprar.",Fabricado con materiales sustentables y proceso ecológico.
ORD-02442,2023-08-31,August,Deportes,Efectivo,Este,Entregado,M,2731.44,13,0.27,25921.37,68,4.3,5,219.91,Tardó más de lo esperado pero el producto está bien.,Fabricado con materiales sustentables y proceso ecológico.
ORD-02443,2023-09-23,September,Libros,PayPal,Norte,Entregado,M,3821.41,8,0.11,27208.44,60,4.7,3,160.38,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02444,2023-08-22,August,Juguetes,PayPal,Norte,Cancelado,M,4176.57,13,0.1,48865.87,25,1.8,10,22.18,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Diseño ergonómico ideal para uso diario y profesional.
ORD-02445,2023-03-18,March,Belleza,Tarjeta de débito,Norte,Entregado,No especificado,2230.18,15,0.15,28434.8,22,3.2,2,252.48,"Entrega puntual, producto exactamente como se describía en la página.",Edición especial con características exclusivas para el usuario.
ORD-02446,2023-11-07,November,Deportes,Tarjeta de crédito,Este,Entregado,F,1546.55,11,0.2,13609.64,69,2.1,1,288.26,"El producto no cumplió mis expectativas, la calidad es regular.",Edición especial con características exclusivas para el usuario.
ORD-02447,2023-09-21,September,Deportes,Tarjeta de crédito,Sur,Entregado,M,1333.71,12,0.38,9922.8,26,3.0,2,121.66,"Excelente producto, llegó a tiempo y en perfectas condiciones.",Compatible con múltiples plataformas y sistemas operativos.
ORD-02448,2023-03-13,March,Hogar,Tarjeta de crédito,Norte,Devuelto,M,1013.39,14,0.3,9931.22,64,2.7,12,67.44,"Entrega puntual, producto exactamente como se describía en la página.",Material premium con acabado de alta calidad y durabilidad.
ORD-02449,2023-06-17,June,Electrónica,PayPal,Norte,Devuelto,No especificado,335.36,4,0.17,1113.4,38,2.1,13,5.79,Tardó más de lo esperado pero el producto está bien.,Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02450,2023-11-10,November,Deportes,Transferencia,Norte,Entregado,F,1745.12,1,0.02,1710.22,45,3.8,4,71.19,"Entrega puntual, producto exactamente como se describía en la página.",Compatible con múltiples plataformas y sistemas operativos.
ORD-02451,2023-06-13,June,Electrónica,Tarjeta de crédito,Sur,Entregado,F,1387.73,4,0.07,5162.36,63,1.5,6,209.98,"El producto no cumplió mis expectativas, la calidad es regular.",Alta resistencia y durabilidad probada bajo estándares internacionales.
ORD-02452,2023-03-25,March,Electrónica,Transferencia,Este,Entregado,F,4833.77,19,0.18,75310.14,21,1.2,12,273.48,"El producto no cumplió mis expectativas, la calidad es regular.",Diseño ergonómico ideal para uso diario y profesional.
ORD-02453,2023-07-21,July,Hogar,Efectivo,Este,Devuelto,F,2810.66,9,0.33,16948.28,41,4.1,5,28.05,"El producto no cumplió mis expectativas, la calidad es regular.",Edición especial con características exclusivas para el usuario.
ORD-02454,2023-11-12,November,Deportes,Tarjeta de crédito,Sur,Entregado,No especificado,1769.02,10,0.15,15036.67,25,3.7,14,165.98,"Entrega puntual, producto exactamente como se describía en la página.",Diseño ergonómico ideal para uso diario y profesional.
ORD-02455,2023-06-03,June,Juguetes,PayPal,Oeste,Entregado,F,2923.31,4,0.22,9120.73,69,3.0,4,208.66,"Muy buena compra, lo recomiendo ampliamente a todos.",Fabricado con materiales sustentables y proceso ecológico.
ORD-02456,2023-10-31,October,Hogar,Tarjeta de débito,Centro,Entregado,No especificado,739.02,9,0.36,4256.76,34,2.9,8,82.91,Servicio al cliente muy atento y resolvieron mis dudas rápido.,Fabricado con materiales sustentables y proceso ecológico.
ORD-02457,2023-06-22,June,Hogar,PayPal,Sur,Entregado,F,2248.02,13,0.37,18411.28,51,3.0,12,170.97,"Entrega puntual, producto exactamente como se describía en la página.",Compatible con múltiples plataformas y sistemas operativos.
