marca,modelo,anio,precio,kilometraje,tipo,color,condicion,ventas
Mercedes,E300,2020,48600.0,44471.0,Pickup,Plateado,Bueno,189
BMW,530i,2020,40900.0,91955.0,SUV,Negro,Regular,334
Kia,Forte,2023,27500.0,15095.0,Hatchback,Rojo,Excelente,414
Mercedes,C200,2020,42800.0,141681.0,Hatchback,Plateado,Malo,172
BMW,320i,2023,51100.0,29056.0,Hatchback,Azul,Excelente,328
BMW,X3,2021,41800.0,57900.0,Sedán,Azul,Bueno,330
Toyota,RAV4,2018,19600.0,23989.0,Sedán,Negro,Excelente,440
Volkswagen,Tiguan,2016,17100.0,88184.0,Hatchback,Rojo,Regular,443
Toyota,Camry,2015,20900.0,34001.0,Pickup,Gris,Bueno,363
Hyundai,Tucson,2015,17100.0,11240.0,Hatchback,Gris,Excelente,487
Toyota,RAV4,2020,21500.0,107747.0,Pickup,Negro,Regular,394
Ford,Explorer,2019,29900.0,30840.0,Hatchback,Blanco,Bueno,405
Volkswagen,Jetta,2019,16100.0,144610.0,Hatchback,Rojo,Malo,339
Toyota,RAV4,2020,25300.0,27938.0,Sedán,Azul,Excelente,339
Ford,Escape,2022,32300.0,56895.0,Hatchback,Rojo,Bueno,373
Chevrolet,Silverado,2016,22400.0,32515.0,Hatchback,Rojo,Bueno,359
Nissan,Rogue,2021,27100.0,18672.0,Pickup,Gris,Excelente,372
Kia,Sorento,2015,15500.0,18915.0,Sedán,Gris,Excelente,414
Volkswagen,Golf,2017,20400.0,77854.0,SUV,Rojo,Bueno,340
Nissan,Altima,2021,25100.0,17366.0,Sedán,Blanco,Excelente,381
Toyota,Corolla,2023,32800.0,28494.0,Pickup,Plateado,Excelente,379
Hyundai,Tucson,2018,16800.0,54908.0,SUV,Azul,Bueno,396
Volkswagen,Tiguan,2018,19100.0,89226.0,Sedán,Rojo,Regular,322
Chevrolet,Silverado,2022,30700.0,42830.0,Sedán,Plateado,Bueno,335
Ford,Escape,2016,25400.0,23836.0,SUV,Negro,Excelente,370
Ford,Escape,2018,30200.0,30379.0,Pickup,Rojo,Bueno,318
Honda,Accord,2019,21200.0,32920.0,Sedán,Negro,Bueno,410
BMW,X3,2021,48600.0,12038.0,SUV,Blanco,Excelente,296
Hyundai,Elantra,2020,14900.0,,SUV,Negro,Regular,407
Honda,Civic,2018,20000.0,15097.0,SUV,Negro,Excelente,442
Hyundai,Tucson,2023,18700.0,156112.0,Hatchback,Gris,Malo,279
Nissan,Rogue,2022,25800.0,56169.0,SUV,Azul,Bueno,238
Nissan,Sentra,2015,17600.0,39084.0,SUV,Rojo,Bueno,375
Hyundai,Elantra,2019,19400.0,90123.0,Hatchback,Blanco,Regular,374
Nissan,Sentra,2016,18900.0,24270.0,Sedán,Negro,Excelente,426
Toyota,Camry,2020,25300.0,27264.0,Hatchback,Negro,Excelente,432
Kia,Sportage,2015,13500.0,36314.0,SUV,Negro,Bueno,442
Nissan,Rogue,2020,14300.0,108963.0,Sedán,Azul,Regular,345
Kia,Sportage,2019,18500.0,30940.0,Sedán,Negro,Bueno,354
Ford,Escape,2016,25100.0,13198.0,Sedán,Gris,Excelente,427
Ford,Escape,2021,29900.0,27045.0,SUV,Rojo,Excelente,388
BMW,320i,2016,41800.0,15013.0,Hatchback,Gris,Excelente,306
Mercedes,E300,2021,47000.0,,Hatchback,Negro,Bueno,211
Kia,Sorento,2015,6800.0,157403.0,SUV,Azul,Malo,367
Ford,Escape,2023,33200.0,7900.0,Sedán,Plateado,Excelente,399
Nissan,Sentra,2023,27100.0,,Hatchback,Rojo,Excelente,403
Chevrolet,Silverado,2015,16300.0,114804.0,SUV,Plateado,Regular,366
BMW,320i,2019,29800.0,150691.0,Pickup,Blanco,Malo,303
Nissan,Altima,2019,8200.0,196108.0,Pickup,Negro,Malo,299
Nissan,Sentra,2019,16600.0,26551.0,Pickup,Azul,Excelente,496
Mercedes,GLE,2023,52800.0,39457.0,Pickup,Blanco,Bueno,214
Toyota,RAV4,2019,16400.0,105373.0,SUV,Azul,Regular,351
Kia,Sorento,2020,17800.0,84492.0,Hatchback,Negro,Regular,377
Chevrolet,Malibu,2018,27900.0,37400.0,Hatchback,Rojo,Bueno,365
Kia,Sportage,2021,21200.0,16934.0,Pickup,Azul,Excelente,430
Mercedes,C200,2022,50500.0,82174.0,Hatchback,Gris,Regular,273
Volkswagen,Tiguan,2021,16700.0,99957.0,SUV,Plateado,Regular,336
Chevrolet,Malibu,2017,20100.0,82283.0,SUV,Blanco,Regular,226
Nissan,Altima,2023,27800.0,32989.0,Sedán,Negro,Bueno,336
Chevrolet,Silverado,2018,15800.0,181872.0,SUV,Azul,Malo,301
Toyota,RAV4,2017,20500.0,41794.0,Sedán,Negro,Bueno,364
Chevrolet,Silverado,2023,31400.0,41370.0,Hatchback,Azul,Bueno,367
Mercedes,E300,2018,41700.0,80031.0,SUV,Azul,Regular,281
Volkswagen,Jetta,2020,25500.0,14892.0,Pickup,Azul,Excelente,432
Volkswagen,Jetta,2022,29600.0,20530.0,Hatchback,Rojo,Excelente,374
Honda,Accord,2016,14400.0,124096.0,Pickup,Plateado,Regular,295
BMW,530i,2015,33600.0,79617.0,Pickup,Gris,Bueno,283
BMW,320i,2016,43500.0,18195.0,Pickup,Gris,Excelente,305
Volkswagen,Golf,2022,16700.0,193209.0,SUV,Negro,Malo,259
Mercedes,GLE,2017,32000.0,200000.0,Pickup,Plateado,Malo,232
Hyundai,Sonata,2021,23600.0,24433.0,Hatchback,Rojo,Excelente,380
Honda,CR-V,2019,20100.0,27263.0,Pickup,Azul,Excelente,388
BMW,X3,2016,39800.0,15876.0,Pickup,Negro,Excelente,271
Mercedes,GLE,2017,40500.0,104407.0,Pickup,Azul,Regular,213
Toyota,RAV4,2015,23600.0,11174.0,SUV,Gris,Excelente,451
Mercedes,GLE,2022,55100.0,18108.0,SUV,Gris,Excelente,303
Chevrolet,Silverado,2016,26100.0,25864.0,Sedán,Azul,Excelente,348
Hyundai,Sonata,2018,15800.0,77118.0,Pickup,Negro,Bueno,305
Kia,Forte,2016,14700.0,28179.0,Hatchback,Plateado,Excelente,372
BMW,X3,2020,32200.0,198881.0,SUV,Rojo,Malo,123
BMW,530i,2018,46300.0,19323.0,Pickup,Azul,Excelente,313
Nissan,Altima,2016,10100.0,42454.0,Sedán,Azul,Bueno,426
Volkswagen,Jetta,2018,24400.0,12424.0,Hatchback,Negro,Excelente,352
Chevrolet,Equinox,2017,25300.0,48703.0,SUV,Gris,Bueno,400
BMW,320i,2016,35100.0,92030.0,Sedán,Gris,Regular,262
Honda,Civic,2016,23100.0,32865.0,SUV,Rojo,Bueno,445
Hyundai,Elantra,2017,14600.0,43398.0,Hatchback,Azul,Bueno,433
Toyota,Corolla,2022,19800.0,165728.0,SUV,Azul,Malo,253
Mercedes,GLE,2023,55800.0,29546.0,SUV,Plateado,Excelente,236
Hyundai,Sonata,2017,14700.0,76843.0,Hatchback,Negro,Bueno,493
Toyota,Camry,2018,20700.0,65481.0,Sedán,Negro,Bueno,376
BMW,320i,2020,43800.0,48381.0,Hatchback,Negro,Bueno,255
Kia,Forte,2023,23200.0,31727.0,Sedán,Gris,Bueno,401
Mercedes,E300,2019,50300.0,18358.0,Hatchback,Azul,Excelente,265
Hyundai,Sonata,2018,18400.0,55673.0,Pickup,Plateado,Bueno,400
Hyundai,Elantra,2021,23700.0,42974.0,Hatchback,Negro,Bueno,376
Hyundai,Elantra,2023,17500.0,123946.0,Sedán,Negro,Regular,301
Honda,CR-V,2022,27400.0,38263.0,SUV,Gris,Bueno,310
Kia,Forte,2021,21500.0,66899.0,Pickup,Plateado,Bueno,414
Ford,Escape,2021,32500.0,28557.0,Pickup,Blanco,Excelente,314
Toyota,Corolla,2022,31800.0,36621.0,SUV,Azul,Bueno,258
Honda,Civic,2017,20000.0,46354.0,Sedán,Rojo,Bueno,303
Volkswagen,Golf,2021,28300.0,31701.0,Pickup,Negro,Bueno,376
Mercedes,GLE,2018,47400.0,15883.0,SUV,Blanco,Excelente,288
Volkswagen,Tiguan,2022,28600.0,45088.0,Sedán,Blanco,Bueno,408
Volkswagen,Golf,2020,29100.0,28826.0,Pickup,Plateado,Excelente,453
Hyundai,Elantra,2020,26500.0,47642.0,SUV,Blanco,Bueno,355
Ford,Explorer,2020,31100.0,64292.0,Sedán,Gris,Bueno,279
Volkswagen,Golf,2018,18300.0,62707.0,Sedán,Rojo,Bueno,345
Nissan,Altima,2020,19500.0,81217.0,Sedán,Blanco,Regular,365
Hyundai,Tucson,2019,23200.0,67933.0,Pickup,Plateado,Bueno,339
Hyundai,Tucson,2018,17400.0,36284.0,Sedán,Negro,Bueno,370
Nissan,Altima,2021,24400.0,16340.0,Pickup,Negro,Excelente,425
Toyota,Camry,2021,25200.0,9644.0,Hatchback,Blanco,Excelente,429
Nissan,Rogue,2019,26500.0,8521.0,Pickup,Blanco,Excelente,415
Honda,CR-V,2018,22900.0,24607.0,Sedán,Blanco,Excelente,397
BMW,530i,2021,45600.0,32705.0,Pickup,Plateado,Bueno,312
Volkswagen,Golf,2023,29300.0,18292.0,SUV,Gris,Excelente,368
Chevrolet,Malibu,2020,27000.0,82816.0,Sedán,Blanco,Regular,242
Toyota,RAV4,2015,21000.0,39019.0,Sedán,Azul,Bueno,418
BMW,320i,2018,41300.0,26639.0,Pickup,Plateado,Excelente,369
Chevrolet,Silverado,2019,28200.0,55248.0,Sedán,Rojo,Bueno,292
Chevrolet,Malibu,2018,33300.0,14669.0,Hatchback,Blanco,Excelente,275
Hyundai,Elantra,2019,8100.0,178538.0,Hatchback,Gris,Malo,301
Kia,Sorento,2015,8400.0,115273.0,SUV,Blanco,Regular,349
Toyota,Camry,2023,31000.0,40229.0,SUV,Gris,Bueno,330
Toyota,Camry,2019,23200.0,47704.0,SUV,Negro,Bueno,309
Volkswagen,Golf,2020,21000.0,111370.0,Sedán,Azul,Regular,347
Mercedes,C200,2020,49200.0,43984.0,SUV,Gris,Bueno,220
Hyundai,Tucson,2020,19500.0,44188.0,Hatchback,Negro,Bueno,379
Honda,CR-V,2021,27700.0,30484.0,Sedán,Negro,Bueno,368
Hyundai,Elantra,2021,20400.0,25142.0,Pickup,Plateado,Excelente,426
Ford,Explorer,2018,25500.0,70975.0,Pickup,Negro,Bueno,378
Honda,Civic,2022,22700.0,36437.0,SUV,Plateado,Bueno,359
Volkswagen,Jetta,2015,18000.0,48082.0,Sedán,Azul,Bueno,438
Hyundai,Sonata,2020,20100.0,37436.0,SUV,Rojo,Bueno,354
BMW,530i,2022,43800.0,93408.0,Hatchback,Plateado,Regular,288
Volkswagen,Tiguan,2020,24700.0,53892.0,Sedán,Negro,Bueno,343
Mercedes,E300,2017,48600.0,11656.0,SUV,Plateado,Excelente,348
Volkswagen,Tiguan,2017,21600.0,28327.0,SUV,Rojo,Excelente,427
Kia,Sportage,2016,8200.0,97478.0,Hatchback,Azul,Regular,356
Chevrolet,Silverado,2023,34800.0,,Sedán,Plateado,Bueno,346
Ford,Escape,2021,31800.0,34233.0,Sedán,Negro,Bueno,394
Mercedes,GLE,2022,51900.0,9467.0,Sedán,Negro,Excelente,276
Hyundai,Elantra,2018,17000.0,62514.0,Sedán,Azul,Bueno,343
Volkswagen,Jetta,2019,26400.0,32249.0,Sedán,Rojo,Bueno,298
Kia,Sorento,2023,22800.0,23173.0,SUV,Azul,Excelente,370
Honda,Civic,2018,20600.0,26630.0,Hatchback,Rojo,Excelente,383
Mercedes,E300,2022,55900.0,13805.0,SUV,Negro,Excelente,264
Toyota,RAV4,2019,24900.0,42805.0,Sedán,Negro,Bueno,381
Toyota,Corolla,2021,20200.0,92636.0,Sedán,Negro,Regular,333
Volkswagen,Golf,2015,13800.0,74635.0,SUV,Plateado,Bueno,395
Toyota,RAV4,2018,17800.0,86450.0,SUV,Negro,Regular,339
Kia,Sorento,2023,21100.0,83128.0,SUV,Plateado,Regular,349
Mercedes,GLE,2016,49400.0,,Sedán,Negro,Excelente,245
BMW,X3,2019,42700.0,17945.0,Hatchback,Rojo,Excelente,329
BMW,X3,2023,45000.0,71724.0,Hatchback,Azul,Bueno,210
Mercedes,GLE,2018,49800.0,26146.0,Sedán,Plateado,Excelente,285
Kia,Sorento,2021,23600.0,14267.0,SUV,Blanco,Excelente,403
Chevrolet,Equinox,2023,34100.0,16102.0,Sedán,Azul,Excelente,323
BMW,X3,2016,32100.0,96576.0,SUV,Negro,Regular,290
BMW,320i,2015,43500.0,17859.0,Pickup,Gris,Excelente,316
Mercedes,C200,2015,46700.0,20922.0,Sedán,Negro,Excelente,381
Chevrolet,Equinox,2016,21500.0,37897.0,Pickup,Rojo,Bueno,366
Hyundai,Sonata,2017,14900.0,26892.0,SUV,Gris,Excelente,384
Kia,Sportage,2019,19100.0,14361.0,Pickup,Plateado,Excelente,386
Chevrolet,Equinox,2022,35400.0,9777.0,Hatchback,Gris,Excelente,294
Kia,Forte,2020,15700.0,59463.0,Pickup,Blanco,Bueno,381
Volkswagen,Jetta,2016,22600.0,45180.0,SUV,Azul,Bueno,307
Chevrolet,Equinox,2015,22000.0,77167.0,Pickup,Negro,Bueno,319
Toyota,RAV4,2022,27700.0,19249.0,Hatchback,Gris,Excelente,417
BMW,320i,2015,38200.0,40416.0,Pickup,Plateado,Bueno,356
Toyota,Camry,2021,26700.0,11109.0,Hatchback,Blanco,Excelente,390
Mercedes,E300,2023,55100.0,34161.0,Sedán,Blanco,Bueno,334
Kia,Sportage,2023,27100.0,24383.0,Sedán,Blanco,Excelente,357
Mercedes,E300,2020,49500.0,22763.0,SUV,Blanco,Excelente,193
Nissan,Rogue,2015,14100.0,11670.0,Pickup,Blanco,Excelente,381
Hyundai,Elantra,2017,11600.0,89553.0,SUV,Blanco,Regular,350
Nissan,Altima,2016,14200.0,63379.0,Hatchback,Gris,Bueno,414
Ford,F-150,2020,29400.0,70931.0,Pickup,Azul,Bueno,356
Chevrolet,Silverado,2022,35700.0,16119.0,Sedán,Azul,Excelente,279
Honda,Accord,2019,18000.0,102897.0,Sedán,Plateado,Regular,449
Honda,Accord,2023,24600.0,62229.0,Pickup,Azul,Bueno,364
BMW,320i,2017,38700.0,37994.0,Sedán,Negro,Bueno,313
Toyota,Corolla,2023,19200.0,139110.0,Sedán,Gris,Malo,243
Hyundai,Tucson,2016,17200.0,14972.0,Pickup,Rojo,Excelente,419
BMW,X3,2015,43100.0,12371.0,Sedán,Rojo,Excelente,399
Honda,CR-V,2022,22000.0,45145.0,Sedán,Gris,Bueno,413
Kia,Forte,2015,17400.0,8774.0,Pickup,Blanco,Excelente,462
Mercedes,C200,2021,50300.0,57257.0,Sedán,Negro,Bueno,174
Volkswagen,Jetta,2021,,67573.0,Pickup,Azul,Bueno,379
Chevrolet,Silverado,2022,34000.0,23539.0,Hatchback,Azul,Excelente,328
Hyundai,Tucson,2022,20400.0,50821.0,Sedán,Blanco,Bueno,376
Honda,CR-V,2016,24000.0,26930.0,SUV,Negro,Excelente,388
Kia,Forte,2023,11500.0,200000.0,Hatchback,Negro,Malo,275
Kia,Sorento,2022,16100.0,109281.0,Pickup,Blanco,Regular,328
BMW,X3,2016,34000.0,25985.0,Hatchback,Blanco,Excelente,397
BMW,X3,2020,38400.0,29417.0,Hatchback,Gris,Excelente,322
BMW,530i,2020,45100.0,70398.0,SUV,Gris,Bueno,241
Hyundai,Tucson,2022,21900.0,41520.0,Sedán,Gris,Bueno,321
Chevrolet,Malibu,2023,26000.0,123108.0,SUV,Negro,Regular,286
Hyundai,Sonata,2023,22100.0,74048.0,Hatchback,Blanco,Bueno,357
BMW,530i,2022,48200.0,24629.0,Pickup,Gris,Excelente,212
Chevrolet,Malibu,2021,30300.0,40149.0,Sedán,Blanco,Bueno,354
Toyota,RAV4,2023,16400.0,177426.0,SUV,Rojo,Malo,262
Hyundai,Elantra,2023,,49834.0,Sedán,Azul,Bueno,280
Nissan,Altima,2023,21300.0,105466.0,SUV,Negro,Regular,298
Kia,Sorento,2016,15200.0,87853.0,Sedán,Plateado,Regular,401
Nissan,Rogue,2015,14900.0,89680.0,SUV,Plateado,Regular,359
Volkswagen,Golf,2015,20500.0,10002.0,Sedán,Plateado,Excelente,453
Mercedes,C200,2020,46300.0,85772.0,Pickup,Negro,Regular,149
BMW,X3,2018,47000.0,13905.0,SUV,Azul,Excelente,293
Toyota,Camry,2015,18700.0,51663.0,Pickup,Blanco,Bueno,344
Kia,Forte,2022,15100.0,143805.0,Hatchback,Plateado,Malo,354
Kia,Forte,2023,16800.0,51811.0,SUV,Blanco,Bueno,382
Hyundai,Elantra,2018,17400.0,35821.0,Hatchback,Blanco,Bueno,435
Honda,Civic,2015,19500.0,21507.0,SUV,Blanco,Excelente,418
Hyundai,Elantra,2020,23800.0,20555.0,SUV,Negro,Excelente,366
Volkswagen,Golf,2023,28100.0,18292.0,Pickup,Rojo,Excelente,345
Chevrolet,Equinox,2023,31000.0,41168.0,Pickup,Plateado,Bueno,268
Ford,F-150,2020,31900.0,35214.0,SUV,Blanco,Bueno,403
Ford,F-150,2023,33100.0,73524.0,Pickup,Negro,Bueno,275
Hyundai,Elantra,2018,,36786.0,Sedán,Blanco,Bueno,404
Honda,Accord,2022,25200.0,19101.0,Hatchback,Gris,Excelente,348
Chevrolet,Silverado,2017,21500.0,59786.0,SUV,Azul,Bueno,355
Nissan,Altima,2016,19300.0,52287.0,Pickup,Azul,Bueno,345
BMW,530i,2017,40100.0,18834.0,SUV,Blanco,Excelente,357
Nissan,Altima,2020,18400.0,45778.0,Hatchback,Blanco,Bueno,533
Toyota,RAV4,2018,18000.0,34651.0,Hatchback,Negro,Bueno,406
Chevrolet,Equinox,2015,23700.0,9819.0,Hatchback,Negro,Excelente,481
BMW,530i,2019,46900.0,32391.0,Hatchback,Negro,Bueno,236
Toyota,RAV4,2019,23600.0,35034.0,Sedán,Blanco,Bueno,386
Toyota,Camry,2018,19200.0,38089.0,Pickup,Azul,Bueno,441
Kia,Sorento,2018,16100.0,59686.0,SUV,Gris,Bueno,384
Mercedes,E300,2023,53000.0,11223.0,Sedán,Plateado,Excelente,345
Ford,Escape,2015,19800.0,95055.0,Hatchback,Blanco,Regular,373
Mercedes,C200,2021,50800.0,86986.0,SUV,Blanco,Regular,205
Toyota,Camry,2018,20200.0,60755.0,Pickup,Negro,Bueno,371
Chevrolet,Malibu,2015,22000.0,31646.0,SUV,Blanco,Bueno,420
Hyundai,Elantra,2022,19800.0,54274.0,Hatchback,Negro,Bueno,398
Hyundai,Elantra,2021,21500.0,42625.0,Hatchback,Negro,Bueno,401
BMW,320i,2023,51700.0,20952.0,Pickup,Plateado,Excelente,233
Volkswagen,Jetta,2015,22500.0,14784.0,SUV,Rojo,Excelente,362
Volkswagen,Jetta,2023,33700.0,14893.0,Hatchback,Negro,Excelente,404
Ford,Escape,2015,25500.0,20308.0,Pickup,Blanco,Excelente,373
Mercedes,E300,2015,39200.0,91770.0,SUV,Azul,Regular,316
Kia,Forte,2023,18700.0,102907.0,SUV,Azul,Regular,343
Mercedes,C200,2023,53800.0,20498.0,SUV,Negro,Excelente,277
Hyundai,Elantra,2019,20900.0,36137.0,Hatchback,Plateado,Bueno,328
Ford,F-150,2021,,70954.0,Hatchback,Plateado,Bueno,310
Toyota,Corolla,2018,27300.0,50902.0,Sedán,Gris,Bueno,341
BMW,X3,2023,51600.0,61628.0,Hatchback,Negro,Bueno,260
Toyota,Camry,2020,16800.0,143338.0,Hatchback,Gris,Malo,323
Volkswagen,Jetta,2019,24100.0,24754.0,Pickup,Negro,Excelente,424
Kia,Sorento,2020,12900.0,81220.0,Hatchback,Azul,Regular,360
Toyota,Camry,2023,27000.0,21293.0,Pickup,Blanco,Excelente,384
Kia,Sportage,2016,13400.0,30581.0,Pickup,Rojo,Bueno,412
Toyota,Corolla,2017,17600.0,89965.0,SUV,Blanco,Regular,315
Kia,Sportage,2021,27400.0,22396.0,Hatchback,Negro,Excelente,365
BMW,530i,2020,46500.0,44574.0,Hatchback,Azul,Bueno,311
Kia,Sorento,2021,18500.0,70967.0,Sedán,Plateado,Bueno,430
Kia,Sorento,2019,17500.0,64587.0,SUV,Gris,Bueno,438
Honda,Accord,2015,9000.0,158610.0,Pickup,Rojo,Malo,331
Ford,Explorer,2022,32400.0,74285.0,Sedán,Rojo,Bueno,344
Mercedes,C200,2023,58000.0,16220.0,Sedán,Gris,Excelente,260
Ford,F-150,2018,26700.0,19933.0,Hatchback,Rojo,Excelente,430
Ford,Explorer,2020,27900.0,72682.0,Hatchback,Plateado,Bueno,316
Mercedes,GLE,2019,52200.0,19412.0,Pickup,Negro,Excelente,237
Ford,F-150,2022,34900.0,14176.0,Pickup,Gris,Excelente,314
Hyundai,Tucson,2018,11300.0,150555.0,Pickup,Gris,Malo,343
Hyundai,Tucson,2022,20300.0,47736.0,Hatchback,Negro,Bueno,423
Kia,Sportage,2023,28500.0,8351.0,Sedán,Rojo,Excelente,328
Kia,Forte,2020,22100.0,19118.0,SUV,Plateado,Excelente,399
Honda,CR-V,2022,,43922.0,Pickup,Blanco,Bueno,352
Nissan,Altima,2020,21200.0,61345.0,Pickup,Negro,Bueno,357
Ford,F-150,2021,22700.0,67995.0,Hatchback,Rojo,Bueno,401
Kia,Sorento,2022,24800.0,26424.0,Sedán,Azul,Excelente,370
Toyota,RAV4,2017,27400.0,21873.0,Hatchback,Blanco,Excelente,337
Ford,Escape,2020,30600.0,20214.0,Sedán,Rojo,Excelente,347
Honda,CR-V,2017,20700.0,21383.0,Sedán,Azul,Excelente,495
Honda,Civic,2021,19300.0,113388.0,Pickup,Negro,Regular,356
Mercedes,C200,2017,44600.0,94750.0,Sedán,Rojo,Regular,168
Honda,CR-V,2018,23100.0,13794.0,Sedán,Plateado,Excelente,348
Toyota,Corolla,2023,26200.0,48172.0,Hatchback,Azul,Bueno,372
Ford,Escape,2016,28400.0,20564.0,Pickup,Rojo,Excelente,336
Hyundai,Sonata,2019,24600.0,30990.0,Pickup,Gris,Bueno,337
Nissan,Altima,2022,20200.0,50140.0,Pickup,Negro,Bueno,324
Hyundai,Sonata,2021,20000.0,136746.0,SUV,Rojo,Malo,385
Mercedes,C200,2018,54300.0,34347.0,Hatchback,Gris,Bueno,180
Mercedes,E300,2016,50100.0,27105.0,Pickup,Gris,Excelente,288
Chevrolet,Silverado,2020,29700.0,38118.0,Pickup,Azul,Bueno,425
Chevrolet,Equinox,2015,25200.0,18349.0,Sedán,Gris,Excelente,449
Hyundai,Elantra,2021,23800.0,36090.0,Pickup,Gris,Bueno,417
Toyota,RAV4,2015,15600.0,56164.0,Pickup,Azul,Bueno,407
Chevrolet,Malibu,2015,22900.0,32165.0,SUV,Rojo,Bueno,402
BMW,530i,2022,49900.0,7385.0,Sedán,Azul,Excelente,252
Mercedes,E300,2022,53100.0,,Hatchback,Azul,Excelente,220
Volkswagen,Golf,2017,26100.0,22435.0,SUV,Negro,Excelente,405
Nissan,Altima,2021,24800.0,45489.0,Pickup,Negro,Bueno,428
BMW,530i,2017,39800.0,19647.0,Sedán,Blanco,Excelente,327
BMW,320i,2020,45800.0,17328.0,Hatchback,Rojo,Excelente,366
Volkswagen,Jetta,2017,24800.0,22188.0,SUV,Azul,Excelente,422
Honda,Accord,2023,17600.0,155095.0,Sedán,Negro,Malo,247
Chevrolet,Silverado,2016,21500.0,63674.0,Hatchback,Azul,Bueno,357
Honda,CR-V,2016,14000.0,92166.0,Hatchback,Plateado,Regular,414
Nissan,Altima,2020,18800.0,49945.0,Pickup,Gris,Bueno,411
Chevrolet,Malibu,2023,33500.0,23071.0,Hatchback,Plateado,Excelente,372
Honda,CR-V,2023,30700.0,11165.0,Hatchback,Plateado,Excelente,389
Volkswagen,Golf,2021,13400.0,181208.0,Pickup,Gris,Malo,296
Toyota,RAV4,2020,27800.0,18319.0,Pickup,Azul,Excelente,384
Toyota,RAV4,2020,33500.0,18334.0,Pickup,Rojo,Excelente,309
Chevrolet,Malibu,2019,17400.0,163978.0,Pickup,Negro,Malo,321
Honda,Civic,2016,18600.0,58218.0,Hatchback,Negro,Bueno,309
Volkswagen,Jetta,2023,29900.0,25972.0,Hatchback,Rojo,Excelente,352
Ford,F-150,2021,27600.0,72131.0,Sedán,Rojo,Bueno,301
Mercedes,GLE,2022,51100.0,112920.0,Pickup,Blanco,Regular,183
Chevrolet,Equinox,2023,32300.0,12116.0,SUV,Azul,Excelente,348
Honda,Accord,2020,7600.0,177447.0,SUV,Blanco,Malo,319
Ford,Escape,2023,32000.0,80763.0,Sedán,Plateado,Regular,274
Volkswagen,Jetta,2018,29000.0,25556.0,SUV,Azul,Excelente,440
Chevrolet,Malibu,2019,28000.0,21999.0,Hatchback,Negro,Excelente,436
Volkswagen,Jetta,2017,25600.0,13120.0,Pickup,Blanco,Excelente,377
Ford,Escape,2018,31300.0,13529.0,Pickup,Negro,Excelente,339
Honda,Accord,2019,20900.0,42074.0,Pickup,Plateado,Bueno,278
Nissan,Altima,2021,23700.0,79168.0,SUV,Gris,Bueno,390
Nissan,Rogue,2023,26000.0,21326.0,Hatchback,Blanco,Excelente,367
Nissan,Sentra,2017,17400.0,26010.0,Pickup,Blanco,Excelente,391
Volkswagen,Tiguan,2020,25400.0,35584.0,SUV,Azul,Bueno,352
Hyundai,Sonata,2020,22700.0,11048.0,Sedán,Negro,Excelente,424
Toyota,Camry,2023,27300.0,29390.0,SUV,Gris,Excelente,422
Volkswagen,Golf,2019,21400.0,65059.0,Sedán,Gris,Bueno,379
Toyota,Corolla,2017,20800.0,52464.0,SUV,Rojo,Bueno,334
Hyundai,Elantra,2021,19100.0,79046.0,Pickup,Plateado,Bueno,324
BMW,X3,2018,47400.0,8518.0,Hatchback,Negro,Excelente,350
Mercedes,E300,2019,52300.0,31512.0,Hatchback,Rojo,Bueno,272
Honda,Accord,2018,25600.0,27640.0,Hatchback,Plateado,Excelente,395
Volkswagen,Golf,2017,28000.0,8139.0,Pickup,Rojo,Excelente,318
Mercedes,GLE,2021,57900.0,18721.0,Pickup,Blanco,Excelente,259
Kia,Forte,2015,17600.0,21018.0,Pickup,Azul,Excelente,343
Volkswagen,Tiguan,2019,15600.0,170828.0,Pickup,Azul,Malo,319
Hyundai,Tucson,2016,15800.0,21412.0,Hatchback,Plateado,Excelente,452
BMW,320i,2020,47000.0,21742.0,SUV,Gris,Excelente,187
Honda,Accord,2016,9400.0,138043.0,SUV,Rojo,Malo,344
Chevrolet,Equinox,2023,36400.0,58686.0,Sedán,Gris,Bueno,322
BMW,320i,2018,39400.0,115647.0,Sedán,Negro,Regular,269
Honda,Civic,2018,16000.0,140983.0,SUV,Gris,Malo,258
Nissan,Altima,2019,16800.0,107042.0,SUV,Rojo,Regular,362
BMW,X3,2018,39900.0,91363.0,Pickup,Gris,Regular,287
Kia,Forte,2020,18700.0,44646.0,Hatchback,Plateado,Bueno,399
BMW,320i,2018,37600.0,78259.0,Sedán,Rojo,Bueno,283
Kia,Sorento,2016,13300.0,46390.0,Sedán,Azul,Bueno,370
Hyundai,Sonata,2021,22200.0,95967.0,Hatchback,Azul,Regular,362
Kia,Sorento,2021,19600.0,78966.0,SUV,Gris,Bueno,396
Hyundai,Sonata,2019,19900.0,41393.0,SUV,Azul,Bueno,394
Chevrolet,Malibu,2021,25200.0,38539.0,Sedán,Rojo,Bueno,376
Ford,Explorer,2017,25100.0,37004.0,Sedán,Gris,Bueno,349
BMW,X3,2020,47000.0,12358.0,Hatchback,Plateado,Excelente,232
Ford,Explorer,2018,24800.0,32432.0,Hatchback,Plateado,Bueno,386
Toyota,Corolla,2022,29600.0,30320.0,Hatchback,Blanco,Bueno,400
Ford,Explorer,2023,25000.0,117901.0,Sedán,Azul,Regular,367
Nissan,Sentra,2022,,23038.0,Hatchback,Gris,Excelente,262
